Consumer query:

Ranked results from semantic matching: 
1. Supplier Name: Grant-Becker, Similarity Score: 0.86
Offered Process: LaserBeamCutting, Offered Material: StainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 125, Certification: ISO9003, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: PrecisionMilling, Offered Material: GrayIron, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9003, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WaterJetCutting, Offered Material: StainlessSteel_304, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 50, Certification: ISO9003, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: WireEDM, Offered Material: MartensiticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9003, Available from-to: 2019-01-15 - 2019-04-01
555. Supplier Name: Schoen Inc, Similarity Score: 0.35
Offered Process: WireEDM, Offered Material: StainlessSteel_302, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: WireEDM, Offered Material: Steel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: CNCTurning, Offered Material: MartensiticStainlessSteel, Offered Machine: CNCTurnMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
556. Supplier Name: Lindgren, Williamson and Brekke, Similarity Score: 0.35
Offered Process: WaterJetCutting, Offered Material: AlloySteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: HoleMaking, Offered Material: HighCarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 75, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
557. Supplier Name: Johns, Haley and Trantow, Similarity Score: 0.35
Offered Process: HoleMaking, Offered Material: MediumCarbonSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 125, Certification: ISO9000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Planing, Offered Material: AlloySteel, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: HorizontalMilling, Offered Material: MalleableIron, Offered Machine: HorizontalMillingMachine, Offered Capacity: 75, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Planing, Offered Material: GrayIron, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9000, Available from-to: 2019-02-15 - 2019-05-01
558. Supplier Name: Fahey, Terry and Heaney, Similarity Score: 0.35
Offered Process: ManualMilling, Offered Material: StainlessSteel, Offered Machine: ManualMachineTool, Offered Capacity: 100, Certification: AS9100, Available from-to: 2019-03-01 - 2019-05-15
559. Supplier Name: Baumbach, Deckow and Bahringer, Similarity Score: 0.35
Offered Process: CNCMilling, Offered Material: StainlessSteel_400, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: HoleMaking, Offered Material: GrayIron, Offered Machine: EDMDrillingMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Shaping, Offered Material: StainlessSteel_304, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: CNCTurning, Offered Material: CompactedGraphiteIron, Offered Machine: CNCTurnMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: ElectricalDischargeMachining, Offered Material: HighAlloySteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
560. Supplier Name: Smitham, Tromp and Bailey, Similarity Score: 0.35
Offered Process: PrecisionMilling, Offered Material: StainlessSteel_400, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-15 - 2019-04-01
561. Supplier Name: Kessler-Corkery, Similarity Score: 0.35
Offered Process: Milling, Offered Material: StainlessSteel_400, Offered Machine: MillingMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: SinkerEDM, Offered Material: StainlessSteel_316, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: Milling, Offered Material: StainlessSteel_400, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: WireEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: WaterJetCutting, Offered Material: CompactedGraphiteIron, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 150, Certification: ISO9004, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: GearHobbing, Offered Material: StainlessSteel, Offered Machine: GearShaperMachine, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-02-01 - 2019-04-15
562. Supplier Name: Hauck-Erdman, Similarity Score: 0.35
Offered Process: ElectricalDischargeMachining, Offered Material: StainlessSteel_304, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Planing, Offered Material: CarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-02-01 - 2019-04-15
563. Supplier Name: Gleichner and Sons, Similarity Score: 0.35
Offered Process: Shaping, Offered Material: HighCarbonSteel, Offered Machine: ShaperMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: SinkerEDM, Offered Material: StainlessSteel_304, Offered Machine: EDMMachine, Offered Capacity: 75, Certification: ISO14000, Available from-to: 2019-03-01 - 2019-05-15
564. Supplier Name: Powlowski and Sons, Similarity Score: 0.35
Offered Process: WireEDM, Offered Material: AusteniticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: ManualMilling, Offered Material: StainlessSteel, Offered Machine: ManualMachineTool, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-03-01 - 2019-05-15
565. Supplier Name: Pagac-Gulgowski, Similarity Score: 0.34
Offered Process: Milling, Offered Material: MartensiticStainlessSteel, Offered Machine: MillingMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Planing, Offered Material: MartensiticStainlessSteel, Offered Machine: ShaperMachine, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-02-01 - 2019-04-15
Offered Process: Shaping, Offered Material: MalleableIron, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: Planing, Offered Material: StainlessSteel_400, Offered Machine: ShaperMachine, Offered Capacity: 150, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
566. Supplier Name: O'Conner, Halvorson and Veum, Similarity Score: 0.34
Offered Process: PrecisionMilling, Offered Material: MartensiticStainlessSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: SinkerEDM, Offered Material: AusteniticStainlessSteel, Offered Machine: EDMMachine, Offered Capacity: 150, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
567. Supplier Name: Torp, Nitzsche and Cronin, Similarity Score: 0.34
Offered Process: ElectricalDischargeMachining, Offered Material: GrayIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9003, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: Shaping, Offered Material: HighAlloySteel, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO9003, Available from-to: 2019-01-01 - 2019-03-15
568. Supplier Name: Berge-Ruecker, Similarity Score: 0.34
Offered Process: WaterJetCutting, Offered Material: HighAlloySteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
569. Supplier Name: Ankunding Inc, Similarity Score: 0.34
Offered Process: ManualMilling, Offered Material: StainlessSteel_316, Offered Machine: ManualMachineTool, Offered Capacity: 75, Certification: MIL, Available from-to: 2019-02-15 - 2019-05-01
570. Supplier Name: Haley, Lowe and Kuhlman, Similarity Score: 0.34
Offered Process: ElectricalDischargeMachining, Offered Material: AlloySteel, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
571. Supplier Name: Schiller LLC, Similarity Score: 0.34
Offered Process: PrecisionMilling, Offered Material: MediumCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9000, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Shaping, Offered Material: GrayIron, Offered Machine: ShaperMachine, Offered Capacity: 100, Certification: ISO9000, Available from-to: 2019-01-01 - 2019-03-15
572. Supplier Name: Kassulke, Jacobi and Ullrich, Similarity Score: 0.34
Offered Process: CNCMilling, Offered Material: Steel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9003, Available from-to: 2019-02-15 - 2019-05-01
573. Supplier Name: Fahey-Gulgowski, Similarity Score: 0.34
Offered Process: Milling, Offered Material: Steel, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: Milling, Offered Material: CastIron, Offered Machine: MillingMachine, Offered Capacity: 100, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
574. Supplier Name: Moore-Pfannerstill, Similarity Score: 0.34
Offered Process: CNCMilling, Offered Material: AusteniticStainlessSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: CNCMilling, Offered Material: Steel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: SinkerEDM, Offered Material: LowCarbonSteel, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO9001, Available from-to: 2019-01-01 - 2019-03-15
575. Supplier Name: Tremblay LLC, Similarity Score: 0.34
Offered Process: LaserBeamCutting, Offered Material: AusteniticStainlessSteel, Offered Machine: LaserCuttingMachine, Offered Capacity: 150, Certification: ISO9002, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: WaterJetCutting, Offered Material: MartensiticStainlessSteel, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 75, Certification: ISO9002, Available from-to: 2019-01-01 - 2019-03-15
576. Supplier Name: Schmidt-Hilll, Similarity Score: 0.34
Offered Process: GearHobbing, Offered Material: MartensiticStainlessSteel, Offered Machine: GearShaperMachine, Offered Capacity: 50, Certification: ISO9004, Available from-to: 2019-02-15 - 2019-05-01
577. Supplier Name: O'Conner-Cummings, Similarity Score: 0.34
Offered Process: ManualMilling, Offered Material: Steel, Offered Machine: ManualMachineTool, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-02-15 - 2019-05-01
578. Supplier Name: Rodriguez Inc, Similarity Score: 0.34
Offered Process: WaterJetCutting, Offered Material: StainlessSteel_304, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-03-01 - 2019-05-15
579. Supplier Name: Corwin, Mann and Larkin, Similarity Score: 0.34
Offered Process: Shaping, Offered Material: StainlessSteel_302, Offered Machine: ShaperMachine, Offered Capacity: 75, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
580. Supplier Name: Schiller Group, Similarity Score: 0.34
Offered Process: WireEDM, Offered Material: CastIron, Offered Machine: EDMMachine, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
Offered Process: HorizontalMilling, Offered Material: StainlessSteel_302, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
581. Supplier Name: Rolfson-Schumm, Similarity Score: 0.34
Offered Process: ElectricalDischargeMachining, Offered Material: StainlessSteel_316, Offered Machine: EDMMachine, Offered Capacity: 125, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: GearHobbing, Offered Material: StainlessSteel_316, Offered Machine: GearShaperMachine, Offered Capacity: 75, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
582. Supplier Name: Sawayn LLC, Similarity Score: 0.34
Offered Process: WaterJetCutting, Offered Material: StainlessSteel_316, Offered Machine: WaterJetCuttingMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
583. Supplier Name: Price, Bernhard and Cruickshank, Similarity Score: 0.34
Offered Process: HorizontalMilling, Offered Material: StainlessSteel_316, Offered Machine: HorizontalMillingMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
584. Supplier Name: Jast-Schultz, Similarity Score: 0.34
Offered Process: PrecisionMilling, Offered Material: HighCarbonSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: ISO14000, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: HoleMaking, Offered Material: StainlessSteel_316, Offered Machine: EDMDrillingMachine, Offered Capacity: 50, Certification: ISO14000, Available from-to: 2019-01-15 - 2019-04-01
585. Supplier Name: Langosh LLC, Similarity Score: 0.34
Offered Process: PrecisionMilling, Offered Material: LowAlloySteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 100, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
586. Supplier Name: Schiller, Fay and Turcotte, Similarity Score: 0.34
Offered Process: Milling, Offered Material: LowAlloySteel, Offered Machine: MillingMachine, Offered Capacity: 75, Certification: ISO9004, Available from-to: 2019-01-15 - 2019-04-01
587. Supplier Name: Gibson Inc, Similarity Score: 0.34
Offered Process: ElectricalDischargeMachining, Offered Material: StainlessSteel_400, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-03-01 - 2019-05-15
Offered Process: HoleMaking, Offered Material: StainlessSteel_302, Offered Machine: EDMDrillingMachine, Offered Capacity: 125, Certification: ISO9001, Available from-to: 2019-02-15 - 2019-05-01
Offered Process: HoleMaking, Offered Material: StainlessSteel, Offered Machine: EDMDrillingMachine, Offered Capacity: 150, Certification: ISO9001, Available from-to: 2019-01-01 - 2019-03-15
Offered Process: CNCMilling, Offered Material: MartensiticStainlessSteel, Offered Machine: ComputerControlledMachineTool, Offered Capacity: 50, Certification: ISO9001, Available from-to: 2019-02-01 - 2019-04-15
588. Supplier Name: Bradtke, Robel and Bednar, Similarity Score: 0.34
Offered Process: ElectricalDischargeMachining, Offered Material: StainlessSteel_400, Offered Machine: EDMMachine, Offered Capacity: 50, Certification: ISO9002, Available from-to: 2019-03-01 - 2019-05-15
